id,name,building_id
31885," 123. telpa, 1.stāvs V korpuss ",350
31884," 124. telpa, 1.stāvs V korpuss ",350
31892," 201. telpa, 2.stāvs J korpuss ",350
31890," 202. telpa, 2.stāvs J korpuss ",350
31889," 203. telpa, 2.stāvs J korpuss ",350
31888," 204. telpa, 2.stāvs J korpuss ",350
39179, 211 2. stavs vecais korpuss ,350
31862," 212. telpa, 2.stāvs V korpuss ",350
31863," 213. telpa, 2.stāvs V korpuss ",350
31864," 214. telpa, 2.stāvs V korpuss ",350
31866," 216. telpa, 2.stāvs V korpuss ",350
31868," 217. telpa, 2.stāvs V korpuss ",350
31869," 218. telpa, 2.stāvs V korpuss ",350
31870," 219. telpa, 2.stāvs V korpuss ",350
31897," 302. telpa, 3.stāvs J korpuss ",350
31895," 304. telpa, 3.stāvs J korpuss ",350
31881," 313. telpa, 3.stāvs V korpuss ",350
39180, 314. 3 stavs vecais korpus ,350
31876," 315. telpa, 3.stāvs V korpuss ",350
39181, 316 3. stavs vecais korpuss ,350
31878," 317. telpa, 3.stāvs V korpuss ",350
31879," 318. telpa, 3.stāvs V korpuss ",350
31806," 102. kabinets, 1.stāvā ",351
31807," 103. kabinets, 1.stāvā ",351
31810," 104. kabinets, 1.stāvā ",351
31809," 105. kabinets, 1.stāvā ",351
31808," 106. kabinets, 1.stāvā ",351
31814," 112. kabinets, 1.stāvā ",351
31813," 115. kabinets, 1.stāvā ",351
31795," 202. kabinets, 2.stāvā ",351
31796," 203. kabinets, 2.stāvā ",351
31798," 204. kabinets, 2.stāvā ",351
31791," 211. kabinets, 2.stāvā ",351
31794," 214. kabinets, 2.stāvā ",351
31792," 217. kabinets, 2.stāvā ",351
31804," 302. kabinets, 3.stāvā ",351
31821," 304. kabinets, 3.stāvā ",351
31803," 305. kabinets, 3.stāvā ",351
31800," 306. kabinets, 3.stāvā ",351
31801," 307. kabinets, 3.stāvā ",351
31817," Ķīmijas kabinets, pagrabstāvā ",351
32965, 1. klases telpa ,224
32973, 2. klases telpa ,224
32972, 3. klases telpa ,224
32971, 4. klases telpa ,224
32974, biblioteka ,224
31939," 12. telpa, 1.stāvs ",354
31929," 14. telpa, 1.stāvs ",354
31931," 15. telpa, 1.stāvs ",354
31933," 16. telpa, 1.stāvs ",354
31942," 16. telpa, 2.stāvs sporta korpuss ",354
31935," 17. telpa, 1.stāvs ",354
31937," 18. telpa, 1.stāvs ",354
31938," 19. telpa, 1.stāvs ",354
31962," 20. telpa, 2.stāvs ",354
31960," 24. telpa, 2.stāvs ",354
31957," 25. telpa, 2.stāvs ",354
31958," 27. telpa, 2.stāvs ",354
31955," 28. telpa, 2.stāvs ",354
31954," 29. telpa, 2.stāvs ",354
31950," 30. telpa, 2.stāvs ",354
31947," 32. telpa, 2.stāvs ",354
31963," 33. telpa, 2.stāvs ",354
31946," 34. telpa, 2.stāvs ",354
31945," 35. telpa, 2.stāvs ",354
31925," 38. telpa, cokolstāvs ",354
31924," 39. telpa, cokolstāvs ",354
31928," 40. telpa, cokolstāvs ",354
31926," 41. telpa, cokolstāvs ",354
27672, 13. kab. ,368
27673, 14. kab. ,368
27675, 15. kab. ,368
27664, 5. kab. 2. kl ,368
27994, 6. kab ,368
27665, 7. kab. ,368
27670, 9. kab. 5. klase ,368
27668, 9. klase ,368
27666, Zāles priekštelpa 4. klase ,368
27597, 103. kabinets ,256
27585, 111. kabinets ,256
27591, 113. kabinets ,256
27593, 114. kabinets ,256
27596, 127. kabinets ,256
27603, 204. kabinets ,256
27600, 207. kabinets ,256
27609, 217. kabinets ,256
27663, 22. kabinets ,256
27601, 228. kabinets ,256
27614, 24. kabinets ,256
27616, 27. kabinets ,256
27617, 28. kabinets ,256
27627, 3. kabinets ,256
27604, 304. kabinets ,256
27605, 307. kabinets ,256
27606, 310. kabinets ,256
27607, 311. kabinets ,256
27608, 317. kabinets ,256
27619, 35. kabinets ,256
27621, 36. kabinets ,256
27622, 38. kabinets ,256
27628, 5. kabinets ,256
27738, 1 klase ,530
27743, 2A klase ,530
27732, 2B klase ,530
27726, 3A klase ,530
27735, 3B klase ,530
27734, 4 klase ,530
27737, Dabaszinības ,530
27730, Datorika ,530
27740, Matemātika ,530
27749, Mūzika ,530
27728, Sociālās zinības ,530
27733, Valodu kabinets ,530
28723," 29. kabinets, pamatēka, 2.stāvs ",535
28724," 30. kabinets, pamatēka, 2.stāvs ",535
28725," 31. kabinets, pamatēka, 2.stāvs ",535
28726," 33. kabinets, pamatēka, 2.stāvs ",535
28720," 40. kabinets, pamatēka, 3.stāvs ",535
28721," 42. kabinets, pamatēka, 3.stāvs ",535
28722," 43. kabinets, pamatēka, 3.stāvs ",535
28719," 48. kabinets, pamatēka, 4.stāvs ",535
28718," 56. kabinets, piebūve, 1.stāvs ",535
28716," 64. kabinets, piebūve, 2.stāvs ",535
28715," 65. kabinets, piebūve, 2.stāvs ",535
28727," 67. kabinets, piebūve, 3.stāvs ",535
28713," 69. kabinets, piebūve, 3.stāvs ",535
31491, 103. 1. Stāvs ,582
31487, 114. 1. Stāvs ,582
31483, 130. 1. Stāvs ,582
31481, 132. 1. Stāvs ,582
31477, 133. 1. Stāvs ,582
31469, 134. 1. Stāvs ,582
31474, 136. 1. Stāvs ,582
31494, 14.  Pagrabs ,582
31496, 15. Pagrabs ,582
31430, 210. 2. Stāvs ,582
40638, 211. 2. Stāvs ,582
31434, 212. 2. Stāvs ,582
31437, 214. 2. Stāvs ,582
31426, 215. 2. Stāvs ,582
31439, 216. 2. Stāvs ,582
31444, 218. 2. Stāvs ,582
31448, 219. 2. Stāvs ,582
31451, 220. 2. Stāvs ,582
31452, 225. 2. Stāvs ,582
31455, 227. 2. Stāvs ,582
31462, 228. 2. Stāvs ,582
31459, 229. 2. Stāvs ,582
31500, 25. Pagrabs ,582
31501, 27. Pagrabs ,582
32831," ""I"" klase ",787
32832, 1-2 ,787
32830, 4-8C ,787
32805, Dabaszinības ,787
32799, Informātika ,787
32833, Kulinārijas kab. ,787
32802, Latv. val. ,787
32828, Lauksaimnieka klase ,787
32829, Logopēdijas kab. ,787
32801, Matemātika ,787
32809, Mājturība meitenēm ,787
32807, Mūzika ,787
32800, Svešvaloda ,787
32806, Sākumskola 1 st. ,787
32803, Sākumskola 2 st. ,787
32804, Ārodpriekšmetu kab. ,787
29628, 1./2. klase ,485
29633, 3. klase ,485
29624, 4. klase ,485
29625, Latviešu valoda ,485
29627, Matemātika/Vēsture ,485
29630, Mājturība un tehnoloģijas ,485
32235, Klase - 004 ,298
32236, Klase - 005 ,298
32237, Klase - 006 ,298
32245, Klase - 102 ,298
32249, Klase - 104 ,298
32259, Klase - 204 ,298
32263, Klase - 205 ,298
32265, Klase - 206 ,298
32267, Klase - 208 ,298
32271, Klase - 209 ,298
32273, Klase - 210 ,298
32277, Klase - 211 ,298
32238, Klase – 003                                      ,298
32253, Klase – 202 ,298
32240, Klase- 109 ,298
32257, Klase- 203 ,298
32278, Klase- 212 ,298
32241, Zāle - 108 ,298
38209, Grupas klase 3.st 1309 ,305
32196, Individuālā klase 4. st. 1403 ,305
32195, Individuālā klase 4.st. 1402 ,305
39637, Individuālā klase 4.st. 1404 ,305
32200, Individuālā klase 4.st. 1405 ,305
32201, Individuālā klase 4.st. 1406 ,305
32202, Individuālā klase 4.st. 1407 ,305
32203, Individuālā klase 4.st. 1408 ,305
32205, Individuālā klase 4.st. 1409 ,305
32206, Individuālā klase 4.st. 1410 ,305
32207, Individuālā klase 4.st. 1411 ,305
32209, Individuālā klase 4.st. 1421 ,305
32212, Lielā studija 4.st 1401 ,305
32193, Nodarbību telpa 3.st. 1301 ,305
32192, Nodarbību telpa 3.st. 1302 ,305
32191, Nodarbību telpa 3.st. 1303 ,305
32186, Nodarbību telpa 3.st. 1304 ,305
32187, Nodarbību telpa 3.st. 1305 ,305
32188, Nodarbību telpa 3.st. 1306 ,305
32189, Nodarbību telpa 3.st. 1307 ,305
32190, Nodarbību telpa 3.st. 1308 ,305
32194, Ērģeļu zāle-1201 ,305
31465, 1.klase ,311
31471, 2.klase ,311
31468, 3.klase ,311
31467, 4.klase ,311
31443, 6.Vēstures/Soc zinību kab. ,311
31484, 8. Matemātikas kab ,311
31479, Angļu val ,311
31475, Dabaszinību kab. ,311
31461, Latviešu val. kab. ,311
39501," 1.a klase, mazā skola ",901
39503," 1.b klase, mazā skola ",901
26592, 10. kab ,901
26594, 11. Kab ,901
26588, 18. kab ,901
26591, 19. kab ,901
39504," 2. klase, mazā skola ",901
39502," 3. klase, mazā skola ",901
26583, 43. kab ,901
26581, 44. kab ,901
26580, 46. kab ,901
26578, 47. kab ,901
26576, 50. kab ,901
26585, Angļu val ,901
26587," Ķīmijas, fizika ",901
27336, 205. klase ,243
27335, 206. klase ,243
27334, 207. klase ,243
27328, 208. klase ,243
27329, 303. Dabaszinības ,243
27330, 306. Latviešu val. ,243
27331, 308. Matemātika ,243
27332, 309. klase ,243
27333, 315. Vēsture Ģeogrāfija ,243
30212, 109. ,482
30210, 110. ,482
30186, 207.  ,482
30199, 215.  ,482
30195, 217.  ,482
30198, 218.  ,482
30187, 304. ,482
30189, 306.  ,482
30192, 309. ,482
30201, 310. ,482
30204, 311. ,482
30206, 312. ,482
44799, 1.  ,481
30144, 102. ,481
44800, 2.  ,481
30114, 201.  ,481
30116, 202. ,481
30118, 203. ,481
30119, 205. ,481
44798, 3. ,481
30123, 301. ,481
30124, 302. ,481
30128, 303. ,481
30129, 304. ,481
30131, 305. ,481
44802, 4. ,481
30135, 401. ,481
30136, 402. ,481
30138, 404. ,481
30140, 405.  ,481
44801, 5. ,481
31322, 1 klase - 210 ,286
31320, 2.kl. - 208 ,286
31318," 3 kl 207 šobrīd klasei nr203,bet to nomainīs uz207 ",286
31324, 4 kl. - 212 ,286
31328, Angļu val.kab. - nr 102 ,286
31311, Dabas zinības - 304 ,286
31314, Krievu val./Vēstures kab. - 203 ,286
31316, Matemātikas kab. - 205 ,286
31325, Mūzika/ Mājturība - 316 ,286
28336, 1. Angļu valoda ,458
28341, 10. Mūzika ,458
28344, 12. Vizuālā māksla ,458
28332, 2. Sākumskola ,458
28329, 3. Latviešu valoda ,458
28326, 4. Matemātika ,458
28323, 5. IT klase ,458
28320, 7. Vēsture ,458
28316, 8. Sākumskola ,458
28313, 9. Sākumskola ,458
26266, 102 ,661
26268, 104 ,661
26269, 105 ,661
26271, 107 ,661
26255, 201 ,661
26257, 204 ,661
26259, 206 ,661
26265, 303 ,661
26263, 304 ,661
26260, 306 ,661
26272, dizaina un tehnoloģijas kab ,661
35781, 202 ,988
35782, 204 ,988
35780, 210 ,988
35776, 302 ,988
35778, 304 ,988
35773, 316 ,988
35772, 317 ,988
35769, 404 ,988
35771, 413 ,988
35768, 414 ,988
35847, 121 ,989
35848, 122 ,989
35852, 125 ,989
35850, 126 ,989
35853, 138 ,989
35856, 140 ,989
35855, 141 ,989
35844, 202 ,989
35843, 218 ,989
35841, 219 ,989
35838, 220 ,989
35872, 223 ,989
35873, 224 ,989
35861, 231 ,989
35864, 235 ,989
35862, 236 ,989
35871, 313 ,989
35870, 318 ,989
35868, 319 ,989
35866, 327 ,989
32768, 102 ,169
32769, 105 ,169
32766, 106 ,169
32765, 107 ,169
32763, 108 ,169
32762, 109 ,169
32773, 202 ,169
32772, 205 ,169
32774, 206 ,169
32776, 207 ,169
32782, 302 ,169
32784, 305 ,169
32781, 307 ,169
32780, 309 ,169
32779, 310 ,169
32750, V-1 ,169
32747, V-11 ,169
32749, V-12 ,169
32751, V-3 ,169
32752, V-4 ,169
32753, V-5 ,169
32755, V-6 ,169
32756, V-7 ,169
32757, V-9 ,169
32082, 1. kl. ,786
32080, 2. kl. ,786
32081, 3. kl. ,786
32074, Fizikas - Ķīmijas kab. ,786
32073, Informātikas kab. ,786
32076, Latv. val. kab. ,786
32083, Mūzikas kab. ,786
32078, Vizuālās mākslas kab. ,786
26311, 1. Klase ,227
39336, 2. Klase ,227
26326, 3. Klase ,227
26315, 4. Klase ,227
26314, 8. Klase ,227
39332, 9. Klase ,227
26308, Angļu valoda ,227
26306, Datorklase ,227
26313, Meiteņu mājturība ,227
27338," 11. kabinets, 1.stāvs ",631
27337," 12. kabinets, 1.stāvs ",631
27358," 13. kabinets, 1.stāvs ",631
27353," 18. kabinets, 1.stāvs ",631
27349," 20. kabinets, 1.stāvs ",631
27339," 21. kabinets, 2.stāvs ",631
27340," 23. kabinets, 2.stāvs ",631
27341," 24. kabinets, 2.stāvs ",631
27342," 25. kabinets, 2.stāvs ",631
27343," 26. kabinets, 2.stāvs ",631
27344," 27. kabinets, 2.stāvs ",631
27346," 28. kabinets, 2.stāvs ",631
27360," P1. kabinets, pagrabstāvs ",631
27357," P2. kabinets, pagrabstāvs ",631
27359," P3. kabinets, pagrabstāvs ",631
27568, 1. kl. ,476
27567, 2A ,476
27566, 2B ,476
27569, 3. kl. (šobrīd reālā) ,476
27563, 4. kl. ,476
27562, 5. kl. ,476
27565, 5/6 (pagarinātā grupa) ,476
27561, 7. kl. ,476
27564, Angļu val. klase. ,476
27570, Informātika ,476
29862," 104, ",231
29863, 106. ,231
26922," 107, ",231
26449," 109, ",231
26440, 201. ,231
26441, 202. ,231
26442, 203. ,231
26444, 204. ,231
26446, 205. ,231
29884, 301. ,231
26436, 303. ,231
26434, 304. ,231
26435, 305. ,231
26439, 401. ,231
26438, 402. ,231
26437, 403. ,231
26469, 102. ,232
26470, 103. ,232
26471, 106. ,232
39333, 107. ,232
39334, 108. ,232
26474, 109. ,232
26475, 110. ,232
26476, 111. ,232
26477, 112. ,232
26479, Dadzītes klase  ,232
26478, Internāta klase ,232
39335, Svilānes klase ,232
26466, Sākumskolas klase ,232
26482, Valaines klase ,232
26468, Ābeles klase ,232
26339," 1, klase ",228
39328," 2, klase ",228
26340," 3, klase ",228
39330, Angļu valoda ,228
26345, Lalviešu valoda ,228
26343, Matemātika ,228
39329, Vēsture ,228
26354, Mācību klase ,229
39331, Sporta zāle ,229
29719, Atpūtas telpa ,713
31154, 1. klase ,623
31159, 2. klase ,623
31163, 3. klase ,623
31165, 4. klase ,623
34335, 115 ,613
34327, 303 ,613
34328, 304 ,613
34330, 309 ,613
34332, 317 ,613
34331, 319 ,613
25360, 107 ,135
25362, 109 ,135
25364, 111 ,135
25367, 113 ,135
25919, 203A  ,135
25337, 205 ,135
25373, 205A ,135
25374, 206A ,135
25375, 208A ,135
25395, 209A ,135
25338, 215 ,135
25339, 217 ,135
25917, 220A ,135
25340, 221 ,135
25376, 221A ,135
25377, 223A ,135
25341, 224 ,135
25378, 224A ,135
25922, 226A ,135
25342, 227 ,135
25343, 229 ,135
25345, 230 ,135
25346, 231 ,135
25348, 232 ,135
25347, 233 ,135
25383, 303A ,135
25382, 305A ,135
25381, 306A ,135
25349, 307 ,135
25350, 308 ,135
25380, 308A ,135
25351, 309 ,135
25379, 309A ,135
25352, 310 ,135
25353, 314 ,135
25354, 316 ,135
25370, 318 ,135
25387, 320A ,135
25386, 321A ,135
25929, 323A ,135
25385, 324A ,135
25384, 326A ,135
25925, 326A ,135
25396, 329A ,135
25358, 400 ,135
25356, 401 ,135
25394, 405A ,135
25392, 406A ,135
25389, 409A ,135
25390, 420A ,135
25391, 421A ,135
25393, 423A ,135
30843, Aktu zāle ,135
36616, 10. 1. Klase ,390
36614, 13. Datorklase ,390
36617, 18. 4. Klase ,390
36618, 2. 2. Klase ,390
36619, 3. 3. Klase ,390
36620, 5. 5. Klase ,390
33286," 110, ",119
33279," 201, ",119
33271," 203, ",119
33275," 205, ",119
33273," 206, ",119
33204," 208, ",119
33205, 209 ,119
33206," 210, ",119
33226," 211, ",119
33207," 212, ",119
33208," 213, ",119
33209," 214, ",119
33261," 301, ",119
33264," 302, ",119
33269," 303, ",119
33266," 304, ",119
33268," 305, ",119
33220," 308, ",119
33216," 309, ",119
33214," 310, ",119
33212," 311, ",119
33211," 312, ",119
33231," 313, ",119
33210," 314, ",119
33285, 7. ,119
33281," 9, ",119
33429," ""Mārītes"" Jaunais korpuss ",247
33431," ""Skudriņas"" Jaunais korpuss ",247
33459, 01. Kab.  ,247
33458, 02. Kab. ,247
33456, 03. Kab. ,247
33450, 1. Jaunais korpuss ,247
33428, 1. St foajē Jaunais korpuss ,247
33387, 10. Kab.  ,247
33446, 12. Jaunais korpuss ,247
33396, 12. Kab. ,247
33448, 13. Jaunais korpuss ,247
33434, 14. Jaunais korpuss ,247
33394, 15. Kab.  ,247
33388, 16. Kab. ,247
33390, 17. Kab. ,247
33436, 2. Jaunais korpuss ,247
33418, 2. Kab.  ,247
33391, 20. Kab. ,247
33392, 22. Kab. ,247
33398, 23. Kab.  ,247
33452, 3. Jaunais korpuss ,247
33403, 30. Kab. ,247
33406, 31. Kab. ,247
33408, 32. Kab.  ,247
33412, 34. Kab. ,247
33409, 36. Kab. ,247
33438, 4. Jaunais korpuss ,247
33420, 4. Kab.  ,247
33454, 5. Jaunais korpuss ,247
33441, 6. Jaunais korpuss ,247
33422, 6. Kab.  ,247
33443, 7. Jaunais korpuss ,247
33426, 8. Kab.  ,247
33425, 9. Kab. ,247
33401, Bibliotēka ,247
33417, Vitas kabinets ,247
33432, Ēdnīca Jaunais korpuss ,247
31543, 1./4. klase ,689
31553, 2.klase ,689
31561, 3.klase ,689
31545, 5.klase ,689
31548, Angļu valoda  ,689
31554, Bioloģija/ķīmija  ,689
31558, Fizika  ,689
31559, Krievu valoda  ,689
31549, Latviešu valoda  ,689
31542, Matemātika  ,689
31562, Vizuālā māksla  ,689
31550, Vēsture  ,689
31375, 10; ,319
31371, 11 ,319
31370, 12 ,319
31276, 13 ,319
31368, 14 ,319
31364, 15 ,319
31396, 17 ,319
31360, 26 ,319
31361, 27 ,319
31383, 28 ,319
31362, 29 ,319
31379, 3. ,319
31390, 37 ,319
31395, 38 ,319
31387, 39 ,319
31385, 40 ,319
31377, 5; ,319
31497,  Direktores kabinets ,326
31476,  Lasītava ,326
31498,  Pirmā stāva fojē pie dežuranta ,326
31485,  Trešā stāva ēdienu sadales istaba ,326
31480,  Zāle ,326
31478,  Zāles foje ,326
31495, . Pirmā stāva fojē ezera korpuss ,326
31482, Otrā stāva pagalma korpuss fojē ,326
31492, Pirmā stāva fojē pie ēdamzāles ,326
31499, Pirmā stāva mediķu koridors ,326
31490, Trenažieru zāle ,326
31488, Trešā stāva fojē mediķu korpuss ,326
31486, Trešā stāva fojē pagalma korpuss ,326
31489, Trešā stāva fojē starp mediķu un pagalma korpusu ,326
31493, Ēdam zālē ,326
31254, 10. ,327
31251, 12. ,327
31249, 14. ,327
31247, 15. ,327
31246, 16. ,327
31248, 17. ,327
31259, 19. ,327
31261, 20. ,327
31262, 21. ,327
31263, 22. ,327
31264, 23. ,327
31265, 24. ,327
31267, 25. ,327
31255, 26. ,327
31257, 3. ,327
31250, 6. ,327
31252, 7. ,327
31253, 9. ,327
31256, bibliotēka ,327
31299, 1A ,325
31297, 1B ,325
31296, 1C ,325
31292, 1D ,325
31295, 2A ,325
31293, 2B ,325
31280, 2C ,325
31294, 2D ,325
31282, 3A ,325
31286, 3B ,325
31283, 3C ,325
31281, 3D ,325
31273, 4A ,325
31272, 4B ,325
31288, 4C ,325
31289, 4D ,325
31300, 5A ,325
31285, 5B ,325
31274, 5C ,325
31278, 5D ,325
31305, 6A ,325
31277, 6B ,325
31302, 6C ,325
26346," 1. Stava, gaitenis ",627
26352, 2. Stava gaitenis ,627
26349," 2. Stavs , atputas telpa, otra gaitena vidu ",627
26353," 2. Stavs , zale ",627
26348," 2. Stavs, atputas telpa ",627
26350, Edamtelpa ,627
28428, 1. stavs kab nr. 11 ,583
26371, 1.stāvs: Kab.Nr. 12 ,583
26375, 1.stāvs: Kab.Nr. 17 ,583
26382, 2.stāvs: Kab.Nr. 22 ,583
26378, 2.stāvs: Kab.Nr. 23 ,583
26384, 2.stāvs: Kab.Nr. 25 ,583
26385, 2.stāvs: Kab.Nr. 26 ,583
26397, 3.stāvs: Kab.Nr. 31 ,583
39353, 3.stāvs: Kab.Nr. 36. ,583
26448,  8. kl ,900
26450, 1. klase ,900
26453," 3. klase,  ",900
26452, 4. klase ,900
26447, Vestures klase ,900
26454, angļu valodas kl. ,900
26443, laboratorijā ,900
26451, latviešu valodas kl ,900
26445, matemātikas kl. ,900
30699, 1-20.kabinets ,610
30688, 1-24.kabinets ,610
30695, 1-25.kabinets ,610
30692, 1-26..kabinets6 ,610
30693, 1-27.kabinets ,610
30706, 2-20.kabinets ,610
30705, 2-21.kabinets ,610
30683, 2-24.kabinets ,610
30704, 2-25.kabinets ,610
30709, 3-14 kabinets ,610
30708, 3-20.kabinets ,610
30707, 3-21.kabinets ,610
30715, 3-24.kabinets ,610
30714, 3-25. kabinets ,610
30713, 3-26.kabinets ,610
30712, 3-27.kabinets ,610
30711, 3-28.kabinets ,610
30710, 3-29.kabinets ,610
30718, 4-14. kabinets ,610
30717, 4-20.kabinets ,610
30716, 4-21.kabinets ,610
30726, 4-24.kabinets ,610
30727, 4-25.kabinets ,610
30728, 4-26.kabinets ,610
30725, 4-27.kabinets ,610
30729, 4-28.kabinets ,610
30724, 5-20.a kabinets ,610
30723, 5-20.kabinets ,610
30722, 5-21.kabinets ,610
30731, 5-27.kabinets ,610
30732, 5-28.kabinets ,610
30730, 5.-24.kabinets ,610
30701, Baltā zālē ,610
30792," 13, ",138
30793," 16, ",138
30794," 18, ",138
30791," 20, ",138
30789," 21, ",138
30787," 24, ",138
30784," 27, ",138
30781," 28, ",138
30771," 30, ",138
30776," 31, ",138
30772," 32, ",138
30779," 36, ",138
30775," 39, ",138
30768," 40, ",138
30765," 41, ",138
30763," 43, ",138
30760," 44, ",138
30758," 45, ",138
30770," 49, ",138
30808," 51, ",138
30809," 52, ",138
30844," 53, ",138
30810," 54, ",138
30807," 60, ",138
30806," 62, ",138
30805," 64, ",138
30804," 65, ",138
30803," 70, ",138
30800," 71, ",138
30801," 72, ",138
30802," 73, ",138
30799," 81, ",138
30798," 82, ",138
30797," 84, ",138
30796," 85, ",138
30969, 109. Jaunais korpuss ,137
31017, 130. Vecais korpuss ,137
31018, 131. Vecais korpuss ,137
31014, 132. Vecais korpuss ,137
30954, 215. Jaunais korpuss ,137
30975, 217. Jaunais korpuss ,137
30952, 219. Jaunais korpuss ,137
30953, 220. Jaunais korpuss ,137
31010, 236. Vecais korpuss ,137
31008, 237. Vecais korpuss ,137
31006, 239. Vecais korpuss ,137
31021, 240. Vecais korpuss ,137
30958, 321. Jaunais korpuss ,137
30960, 323. Jaunais korpuss ,137
30961, 325. Jaunais korpuss ,137
30963, 328. Jaunais korpuss ,137
